input_sequence,fold_predictions_ft,fold_predictions_zs,fold_predictions_ft_rouge,fold_predictions_zs_rouge,fold
Getting the length of array `l`,get the size of list `l`,len returns the number of elements in the list,0.5,0.26666666666666666,0
count the number of items in a generator/iterator `it`,get the sum of each two adjacent elements in list `it`,Sum of all elements in an iterable.,0.380952380952381,0.23529411764705882,0
"Select rows whose value of the ""B"" column is ""one"" or ""three"" in the DataFrame `df`",get the first value from dataframe `df` where column 'B' is in,Print the B in the DataFrame,0.5714285714285715,0.45454545454545453,0
filter the objects in django model 'Sample' between date range `2011-01-01` and `2011-01-31`,Filter model `Sample` where the value of column `date` is greater than year year `,Return all sample objects.,0.3225806451612903,0.19047619047619047,0
get a dictionary with keys from one list `keys` and values from other list `data`,merge two dictionary `data` into a dictionary,Returns a dict with the keys and values.,0.27272727272727276,0.43478260869565216,0
searche in HTML string for elements that have text 'Python',find all `soup` tags whose content is 'Python',Find all Python code in the page.,0.11111111111111112,0.23529411764705882,0
throw an Exception with message 'This is the exception you expect to handle',check if string 'This is the exception you expect to handle',This is the exception you expect to raise,0.6666666666666667,0.6666666666666667,0
Convert nested list `x` into a flat list,convert list of lists `x` into a list of tuples,x = x.,0.6666666666666665,0.2,0
print a character that has unicode value `\u25b2`,encode string '\u25b2' to UTF-8 code,prints the unicode string,0.13333333333333333,0.16666666666666666,0
unzip list `original`,Create a list `result` by concatenating elements of list `original` with elements,Set result to all the original values,0.26666666666666666,0.2,0
Convert a binary value '1633837924' to string,convert hex string '<I' to binary string,Packs a 16 - bit integer into a 4 - byte integer.,0.5714285714285714,0.11764705882352941,0
get all combination of n binary values,"create a list `lst` containing all cartesian products of two lists `[0, 1]",Return a list of all the numbers in the system.,0.2,0.23529411764705882,0
execute external commands/script `your_own_script` with csh instead of bash,run a script 'tcsh your_own_script',Runs tcsh on your own script,0.4210526315789474,0.3333333333333333,0
write `newFileBytes` to a binary file `newFile`,Write a binary file `newFile` with binary values of `5B`,Write a 5 byte integer to the file.,0.588235294117647,0.5333333333333333,0
trim whitespace (including tabs) in `s` on the left side,remove newline in string `s` on the left side,Remove leading whitespace from a string,0.631578947368421,0.125,0
Search for string `blabla` in txt file 'example.txt',read file 'example.txt',This method is used to load the example data file.,0.46153846153846156,0.2105263157894737,0
get the type of `i`,check if `i` is an integer,Return the type of an object.,0.1818181818181818,0.5454545454545454,0
request URI '<MY_URI>' and pass authorization token 'TOK:<MY_TOKEN>' to the header,request http url `<MY_URI>` with http header `headers`,Get a resource from the server,0.34782608695652173,0.1,0
return `True` if string `foobarrrr` contains regex `ba[rzd]`,search for a substring `ba` in string `str`,Return true if the string is a valid BaZ,0.23529411764705882,0.4444444444444444,0
remove elements from list `oldlist` that have an index number mentioned in list `removelist`,create list `newlist` containing the indices of the old list `oldlist` and,re - order the old list,0.23076923076923075,0.10526315789473682,0
replace values of dataframe `df` with True if numeric,convert a pandas data frame to a list of tuples,Returns a DataFrame where each row is an instance of type bool.,0.10526315789473685,0.1904761904761905,0
parse UTF-8 encoded HTML response `response` to BeautifulSoup object,convert a utf-8 encoded string `response` to utf-8 encoded string,Parse the response and return a BeautifulSoup object.,0.45454545454545453,0.4444444444444445,0
get a list `y` of the first element of every tuple in list `x`,convert list of tuples `x` to a list of strings,y = x,0.5,0.25,0
find tuple in list of tuples `a_list` with the largest second element,get maximum value in list `a_list`,Returns the maximum value in a list.,0.4,0.4,0
write dataframe `df` to csv file `filename` with dates formatted as yearmonthday  `%Y%m%d`,write dataframe `df` to csv file,Writes the dataframe to a CSV file.,0.5714285714285715,0.36363636363636365,0
remove square bracket '[]' from pandas dataframe `df` column 'value',Trimming a string 'value' from a pandas data frame `df`,Remove leading whitespace from the value.,0.4210526315789474,0.4,0
extract attribute `my_attr` from each object in list `my_list`,get list of all objects in list `my_list`,Get the list of my attributes,0.39999999999999997,0.23529411764705885,0
"access a tag called ""name"" in beautifulsoup `soup`",get the content of a sibling of a sibling of the sibling of the sibling of the sibling of,Prints the name of the page,0.07407407407407407,0.14285714285714288,0
Get attribute `my_str` of object `my_object`,get the value of object `my_object` with attribute `my_str`,Get an attribute of an object.,0.8421052631578948,0.5714285714285715,0
"convert tuple elements in list `[(1,2),(3,4),(5,6),]` into lists","Convert a list of tuples `[1, 2]` into a list of tuples",Map function for list,0.4,0.11764705882352941,0
"finding the index of an item 'foo' given a list `['foo', 'bar', 'baz']` containing it","Get a list of tuples `['foo', 'list', 'list', 'list', '",Returns an array of the numbers of the foo elements.,0.33333333333333337,0.32,0
Match regex pattern '((?:A|B|C)D)' on string 'BDE',find all matches of regex pattern '((?:A|B|C)',Find all the elements of the string.,0.5263157894736842,0.11764705882352941,0
parse string '01-Jan-1995' into a datetime object using format '%d-%b-%Y',convert a DateTime string '01-Jan-199' to a DateTime object,Returns a datetime object with the current date and time.,0.4799999999999999,0.25,0
pygobject center window `window`,Set the current window to be the center of the screen `window`,Sets window position.,0.375,0.28571428571428575,0
extract a url from a string `myString`,Get all urls from a url `(https://www.domain,Find all non - https urls.,0.375,0.0,0
reverse a list `array`,recursively go through a list `array`,Returns an array of the reverse sorted order of the elements in the array.,0.6,0.22222222222222224,0
Flask get posted form data 'firstname',Get first name of a name in a form `request`,Get the first name from the form.,0.25,0.30769230769230765,0
Spawn a process to run python script `myscript.py` in C++,execute python script 'python myscript.py',Run the python script in the current directory.,0.4705882352941177,0.4210526315789474,0
read file 'myfile.txt' using universal newline mode 'U',read file'myfile.txt',Print myfile. txt,0.6153846153846153,0.3333333333333333,0
Convert a dictionary `dict` into a list with key and values as list items.,create a list containing all items in dictionary `dict`,Returns a list of all the values in the dictionary.,0.43478260869565216,0.3333333333333333,0
get the next value greatest to `2` from a list of numbers `num_list`,find the number in list `num_list` that is greater than 2 or 3,Returns the minimum number in the list.,0.35714285714285715,0.19047619047619047,0
binarize the values in columns of list `order` in a pandas data frame,concatenate a pandas data frame `df` into a series `dummies`,concatenate df and dumpsmies,0.34782608695652173,0.0,0
get value in string `line` matched by regex pattern '\\bLOG_ADDR\\s+(\\S+)',search for regex pattern '\\bLOG_ADDR\\s' in string `a`,Print out the log address,0.608695652173913,0.0,0
convert list of tuples to multiple lists in Python,zip two lists `a` and `b` into a list of tuples,zips two arrays of numbers,0.39999999999999997,0.14285714285714285,0
filter objects month wise in django model `Sample` for year `2011`,Filter model `Sample` by year `2011` and `2011`,Returns all sample objects.,0.5263157894736842,0.26666666666666666,0
get a sum of 4d array `M`,Sum of rows of dataframe `M` along the first axis,Sum of all the values of the matrix,0.3529411764705882,0.26666666666666666,0
"check if all elements in a tuple `(1, 6)` are in another `(1, 2, 3, 4, 5)`","Check if all the items in a list `(1, 2, 3, 4, 5",all i in range 1 2 3 4,0.6666666666666667,0.48,0
get output from process `p1`,get the first value from a list `p1`,Send a command to the server.,0.4615384615384615,0.0,0
display first 5 characters of string 'aaabbbccc',format string 'aaab bbcccc' with precision of 5,A simple function to format a number in the format aaabbbcc.,0.39999999999999997,0.0,0
randomly switch letters' cases in string `s`,generate a random upper-case string,Returns a random string.,0.15384615384615383,0.18181818181818182,0
get the position of item 1 in `testlist`,get indexes of all the elements in list `testlist` where the first element is greater than,testlist is a list of testcases,0.4166666666666667,0.28571428571428575,0
BeautifulSoup find a tag whose id ends with string 'para',find all `soup` tags whose id is greater than or equal to `para1`,Find all elements in the page.,0.2608695652173913,0.125,0
remove all non-alphabet chars from string `s`,convert a list of tuples `s` into a string,Join the strings in s.,0.23529411764705882,0.15384615384615385,0
convert datetime object to date object in python,get current date and time,Returns the current date,0.15384615384615385,0.16666666666666666,0
convert radians 1 to degrees,get the opposite diagonal of the element in list `my_list`,Returns the cosine of the angle.,0.0,0.0,0
invoke perl script './uireplace.pl' using perl interpeter '/usr/bin/perl' and send argument `var` to it,call a command `echo` using subprocess,Run perl in a subprocess,0.08695652173913045,0.0909090909090909,0
Open image 'picture.jpg',load image 'picture.jpg' into array,Get picture image,0.6,0.5714285714285715,0
find intersection data between series `s1` and series `s2`,get a series from a series `s1` with series `s2`,Series of the intersection of the series.,0.4210526315789474,0.375,0
"add multiple columns `hour`, `weekday`, `weeknum` to pandas data frame `df` from lambda function `lambdafunc`",get the value of column 'hour' in dataframe `df` where column 'weekday',2016 - 11 - 15,0.22222222222222224,0.0,0
Move the cursor of file pointer `fh1` at the end of the file.,seek to the second element of list `fh1`,Move to the beginning of the file.,0.2857142857142857,0.5,0
How to download a file via FTP with Python ftplib,upload binary file `filename` with ftplib,Send a RETR command to the remote server.,0.37499999999999994,0.22222222222222224,0
Get the position of a regex match for word `is` in a string `String`,find the index of sub string 'bis\\b' in string `String`,Search for the first occurrence of a string that is not a regular expression.,0.4,0.5,0
sort datetime objects `birthdays` by `month` and `day`,sort list of date strings 'birthdays',Sort the birthdays by date.,0.28571428571428575,0.4615384615384615,0
Print new line character as `\n` in a string `foo\nbar`,encode string 'foo\nbar' to utf-8 code,Print foo bar,0.3157894736842105,0.28571428571428575,0
get a list of of elements resulting from splitting user input by commas and stripping white space from each resulting string `s`,"split a string `input` into a list of strings separated by comma `,`",Returns a list of strings from the input.,0.3529411764705882,0.3333333333333333,0
"print string ""ABC"" as hex literal","encode string ""ABC"" to hex string",Encode a string to a hex string,0.5,0.30769230769230765,0
generate six unique random numbers in the range of 1 to 49.,create a random 12-digit number,Returns a random 6 - sample number from 1 to 50,0.1111111111111111,0.2727272727272727,0
"extract subset of key-value pairs with keys as `('l', 'm', 'n')` from dictionary object `bigdict`",convert a dictionary `bigdict` to a dictionary,dict - > dict,0.17391304347826086,0.0,0
"join multiple dataframes `d1`, `d2`, and `d3` on column 'name'",join two dataframes based on values in column `name` in pandas,Merge two DataFrames.,0.47619047619047616,0.15384615384615383,0
Get all the texts without tags from beautiful soup object `soup`,convert a beautiful soup html `soup` to a string,Returns the text of all elements in the page.,0.3,0.19999999999999998,0
case insensitive comparison between strings `first` and `second`,check if `first` is equal to `second`,Returns true if first and second are equal.,0.26666666666666666,0.375,0
create a flat dictionary by summing values associated with similar keys in each dictionary of list `dictlist`,sum elements at the same index of a dictionary `d`,dict - > sum of all values for key,0.22222222222222224,0.16666666666666666,0
"throw an exception ""I know Python!""",raise an exception with string 'I know Python!',This is a hack to make sure Python is not running on Python.,0.7142857142857143,0.10526315789473684,0
Django check if an object with criteria `name` equal to 'name' and criteria `title` equal to 'title' exists in model `Entry`,Filter Django objects by 'name' and 'title' with 'title',Get entries with name and title.,0.4,0.2962962962962963,0
"Add row `['8/19/2014', 'Jun', 'Fly', '98765']` to dataframe `df`",get the last value of dataframe `df`,Set df. loc to be the same length as df.,0.2222222222222222,0.1904761904761905,0
"Manually throw an exception ""I know python!""",raise an exception with string 'I know python!',raise exception if not python,0.6666666666666666,0.3333333333333333,0
Write a comment `# Data for Class A\n` to a file object `f`,"Write a line ""# Data for Class A\n"" to a file `f`",Write the code for the class A,0.8799999999999999,0.4,1
reverse a string `some_string`,reverse a string `some_string`,Returns the first character of the string that is not empty.,1.0,0.12500000000000003,1
"Check the status code of url ""www.python.org""",open a connection 'www.python.org' in python,Create a new HTTP connection to the Python server.,0.35294117647058826,0.2222222222222222,1
assign value in `group` dynamically to class property `attr`,Set attribute `attr` of group `group` to `0` if attribute,Set the value of an attribute.,0.3157894736842105,0.13333333333333333,1
add dictionary `{'class': {'section': 5}}` to key 'Test' of dictionary `dic`,update the class `Test` with the value of the key'section' of the dictionary `,Update Test.,0.4799999999999999,0.15384615384615385,1
Django get maximum value associated with field 'added' in model `AuthorizedEmail`,filter Django objects by groups `group` and `email`,Get all the authorized email orders.,0.10526315789473685,0.11764705882352942,1
pads string '5' on the left with 1 zero,print a list of characters in string `s` with string formatting,Print a random number between 0 and 5,0.19999999999999998,0.11764705882352941,1
print cpu and memory usage,print current CPU's percent value,print CPU percentages,0.3636363636363636,0.5,1
Trimming a string `str`,trim whitespace (including tabs) in string `str`,Strips the leading whitespace from the string.,0.36363636363636365,0.18181818181818182,1
filter `Users` by field `userprofile` with level greater than or equal to `0`,filter Django objects in django model `User` with level greater than 4 in django,Returns all users who have a level greater than or equal to or equal to the user profile level,0.3703703703703704,0.4375,1
filter a Django model `MyModel` to have charfield length of max `255`,Django check if an object with criteria `CHAR_LENGTH` in django model `MyModel,Get extra characters in the database.,0.32,0.0,1
get all the values from a numpy array `a` excluding index 3,remove all rows from a numpy array `a` where the length of the array is 3,Returns an array of the same length as a but with the same elements.,0.5714285714285715,0.23076923076923075,1
"Convert dataframe `df` to a pivot table using column 'year', 'month', and 'item' as indexes",set index of dataframe `df` to `month` in column `year`,Modify the DataFrame to include only the year month and year columns.,0.48,0.3703703703703704,1
extract table data from table `rows` using beautifulsoup,find all the next texts in a list `td`,Find next td in table,0.0,0.15384615384615385,1
remove colon character surrounded by vowels letters in string `word`,remove all non-alphabet chars from a string `word`,Removes all non - Arabic characters from the word.,0.3157894736842105,0.11111111111111112,1
"Trimming a string "" Hello """,trim whitespace (including tabs) in string `Hello`,Hello. strip,0.36363636363636365,0.3333333333333333,1
Get all object attributes of object `obj`,print object `obj` as a dictionary,Print the object s attributes.,0.30769230769230765,0.3333333333333333,1
coalesce non-word-characters in string `a`,remove all whitespaces in string `text`,Print the current line,0.30769230769230765,0.0,1
"remove a substring "".com"" from the end of string `url`",remove all the dot and all the string `url`,Print the URL without the protocol.,0.4210526315789474,0.25,1
get a list of words `words` of a file 'myfile',read file'myfile' into a list `words`,Read the words from myfile,0.588235294117647,0.26666666666666666,1
get a new string including the last two characters of string `x`,get a list of the mean of each two consecutive values in numpy array `x`,x. length = 2,0.4444444444444445,0.13333333333333333,1
get a list of values with key 'key' from a list of dictionaries `l`,extract dictionary from list of dictionaries `l` where the value of key 'key' is,get all keys,0.5714285714285714,0.11764705882352941,1
decode url `url` with utf8 and print it,decode a urllib url `url` to a string,print url without encoding,0.375,0.3333333333333333,1
sorting a list of tuples `list_of_tuples` by second key,sort a list of tuples `list_of_tuples` by values in ascending order,Returns a sorted list of tuples.,0.6666666666666667,0.4705882352941177,1
check if all elements in a list 'lst' are the same type 'int',check if all elements in a list `x` is a integer,returns true if all elements in lst are ints,0.5833333333333334,0.5454545454545455,1
"Trimming a string ""Bob has a cat""",remove a cat word from a string `Bob`,Bob has a cat,0.6666666666666666,0.7272727272727273,1
read keyboard-input,get input from user input,Prompt the user for input.,0.25,0.25,1
order a list of lists `l1` by the first value,sort a list of strings `l1` by number after second '.',Sort the list of items in ascending order.,0.5,0.4444444444444445,1
find the current directory,get canonical path of file `__file`,Returns the real path to the file.,0.0,0.18181818181818182,1
"select alternate characters of ""H-e-l-l-o- -W-o-r-l-d""",How to convert a python script to a python script?,Helps to display a list of all the possible links to the page.,0.0,0.07407407407407408,1
delete every non `utf-8` characters from a string `line`,decode utf-8 encoded string `line` to utf-8,Decode the line.,0.4210526315789474,0.15384615384615383,1
get current url in selenium webdriver `browser`,get the url of the user's home screen,Print current url,0.25,0.4,1
sort a multidimensional array `a` by column with index 1,sort list `a` by second element of each tuple in list `,Sort an array of lists.,0.28571428571428564,0.26666666666666666,1
run a pivot with a multi-index `year` and `month` in a pandas data frame,convert dataframe `df` into a pivot table using column 'value' as index and values,Pivot table with values,0.2758620689655172,0.2105263157894737,1
Find the full path of current directory,get canonical path of file `__file__`,Returns the full path to the project file.,0.30769230769230765,0.39999999999999997,1
"delay for ""5"" seconds",sleep the current time in `5` seconds,Sleep 5 seconds,0.36363636363636365,0.5714285714285715,1
split a string `mystring` considering the spaces ' ',remove all whitespaces in a string `mystring`,split string into a list of!!,0.42857142857142855,0.4615384615384615,1
Sort a data `a` in descending order based on the `modified` attribute of elements using lambda function,sort list `a` by value in ascending order,Sort the array by key.,0.31999999999999995,0.1818181818181818,1
"check whether a file ""/etc/password.txt"" exists",check if a file `/etc/password.txt` exists,Print out if the user is a password file,0.875,0.35294117647058826,1
delete all digits in string `s` that are not directly attached to a word character,replace everything that is not a digit in string `s` with a digit after it,\ b \ d + \ b,0.4000000000000001,0.0,1
kill a process with id `process.pid`,kill a process `process.pid` with a signal `SIGKILL`,Kills the current process.,0.75,0.18181818181818182,1
Split string `input` at every space followed by an upper-case letter,separate each character in string `text` by `A` and `Z`,Split on lowercase characters.,0.1818181818181818,0.125,1
convert decimal `8` to binary list,create a list containing the digits values from binary string `8`,Returns an array of integers.,0.3529411764705882,0.0,1
"run python script 'script2.py' from another python script, passing in 1 as an argument",execute python script'script2.py 1' in python script,Runs script2. py 1,0.6666666666666667,0.31578947368421056,1
How to erase the file contents of text file in Python?,close the window in file 'file.txt',open file. txt,0.4444444444444444,0.14285714285714288,1
create a symlink directory `D:\\testdirLink` for directory `D:\\testdir` with unicode support using ctypes library,"create a link file from ""D:\\testdir\\",Create a symbolic link to testdir,0.34782608695652173,0.2727272727272727,1
divide the values with same keys of two dictionary `d1` and `d2`,get the mean of two keys in dictionary `d2`,k - > d2,0.5714285714285715,0.14285714285714285,1
split a list in first column  into multiple columns keeping other columns as well in pandas data frame,apply function `apply_series` to all rows in dataframe `df` using pandas,concatenate df to pd,0.13333333333333333,0.0,1
get the indices of tuples in list of tuples `L` where the first value is 53,get the position of item 1 in `L`,Returns a list of all the values in L.,0.4166666666666667,0.39999999999999997,1
append items in list `mylog` to `list1`,read line by line from file `mylog`,This is a hack to avoid the warning of the problem that is not a problem with the code,0.14285714285714285,0.07692307692307693,1
Reset the indexes of a pandas data frame,reset index of dataframe `df` to `df2` of dataframe `df`,Reset the index of the dataframe,0.22222222222222224,0.42857142857142855,1
get current RAM usage of current program,get the process name from the process `process`,Get the process id from the process object.,0.13333333333333333,0.13333333333333333,1
match contents of an element to 'Example' in xpath (lxml),find all `a` tags whose text has the value `Example`,Returns the example text of the example element.,0.10000000000000002,0.33333333333333326,1
append each line in file `myfile` into a list,get a list of all words in a file `myfile` that starts with the same name,returns a list of the lines in the file,0.39999999999999997,0.4444444444444444,1
pandas dataframe `df` column 'a' to list,generate a list of all unique values in a column 'a' in a dataframe `df`,A pandas DataFrame of the values in the A column.,0.4545454545454545,0.47058823529411764,1
Divide elements in list `a` from elements at the same index in list `b`,get a list of the squares of each element in list `list`,Returns a list of the divisors of the values.,0.3846153846153846,0.2608695652173913,1
Find current directory,get current directory,Get current working directory,0.6666666666666666,0.5714285714285715,1
"Trimming a string "" Hello""",trim whitespace (including tabs) in string `Hello`,Return a string with the hello message.,0.36363636363636365,0.5454545454545454,1
get current time,convert datetime object to a time object,Returns the current time,0.2,0.5714285714285715,1
"remove all spaces from a string converted from dictionary `{'a': 1, 'b': 'as df'}`",convert a pandas dataframe `df` to a string using string formatting,A string representation of the number.,0.32,0.2,1
"Trimming a string ""  Hello\n"" by space",trim whitespace (including tabs) in string `Hello\n`,Hello world.,0.39999999999999997,0.22222222222222224,1
check whether a file `fname` exists,check if file `fname` is a file,Check if fname is a file,0.6153846153846153,0.6666666666666666,1
split 1d array `a` into 2d array at the last element,split a Numpy 2D array `a` by the last column of each,Split a vector into two arrays.,0.5217391304347826,0.3529411764705882,1
sum elements at the same index in list `data`,sum elements at the same index of each list in list `items`,Sums all items in the collection.,0.761904761904762,0.26666666666666666,1
create a list containing the subtraction of each item in list `L` from the item prior to it,subtract elements of list `list` from elements of list `list`,Return the difference between x and y.,0.2857142857142857,0.08,1
elementwise product of 3d arrays `A` and `B`,multiply each element in array `l` by element at the same index of each array in,einsum function.,0.08333333333333333,0.0,1
Check if key 'c' in `d`,check if string 'c' exists in dictionary `d`,d is a function that returns true if c is set.,0.7142857142857143,0.3529411764705882,1
"right trimming ""\n\t"" from string `myString`",trim the string `myString`,Returns the string without the line breaks and tabs.,0.36363636363636365,0.125,1
get a value of datetime.today() in the UTC time zone,get current utc time,Returns the current datetime in UTC.,0.39999999999999997,0.4705882352941177,1
remove elements from an array `A` that are in array `B`,get all rows in a numpy array `A` that occur in another array `B`,Return the elements of A that are not in B.,0.4799999999999999,0.5714285714285713,1
Get a list `C` by subtracting values in one list `B` from corresponding values in another list `A`,subtract elements of list `C` from each element in list `a` and list `,C = a - b,0.45161290322580644,0.2857142857142857,1
set the stdin of the process 'grep f' to be 'one\ntwo\nthree\nfour\nfive\nsix\n',"Open a subprocess `['grep', 'four' with arguments 'five",Grep and fopen a subprocess,0.07999999999999999,0.0909090909090909,1
Convert Date String to Day of Week,"parse string 'January 11, 2010' into a datetime object using format pattern '%an",Returns a datetime object representing the current date.,0.1,0.13333333333333333,1
find the magnitude (length) squared of a vector `vf` field,multiply each value in array `x` with array `x` with array `x`,numpy. einsum,0.0,0.0,1
Get a list of all values in column `a` in pandas data frame `df`,generate a list of all unique values in a column 'a' in a pandas data frame,df. a = > a,0.7999999999999999,0.35294117647058826,1
apply two different aggregating functions `mean` and `sum` to the same column `dummy` in pandas data frame `df`,count the number of rows in a pandas dataframe `df` where the sum of column'returns,Group by dummy value and return the result as a DataFrame.,0.35294117647058826,0.20689655172413793,1
Extract brackets from string `s`,remove all non-alphabet chars from string `brackets`,Removes all brackets from the string.,0.4615384615384615,0.5454545454545454,1
"concatenate a list of strings `['a', 'b', 'c']`","convert a list of characters `['a', 'b', 'c', 'd']`",Returns a string with a b and a b.,0.7058823529411765,0.35294117647058826,1
read a binary file 'test/test.pdf',Open a pdf file 'test/test.pdf' with `base64` encoding,open a test PDF file,0.588235294117647,0.6666666666666666,1
encode unicode string '\xc5\xc4\xd6' to utf-8 code,print a hex string `\xc5\x6` with proper bom representations,Encode the X. 5 and X. 6 characters.,0.20000000000000004,0.11111111111111112,1
write a regex pattern to match even number of letter `A`,regular expression syntax for not to match anything,A simple regex to match AA,0.2105263157894737,0.4705882352941177,1
iterate backwards from 10 to 0,Get a list of integers between 0 and 1,Returns an array of the range [ 0 10 ).,0.13333333333333333,0.28571428571428575,1
"Trimming a string ""          Hello        """,strip the string `Hello       `,Gets the name of the user who set the password.,0.5,0.0,1
display current time,get current date and time in a regular format,now = now,0.3333333333333333,0.0,1
create a random list of integers,generate a list of random numbers between 0.0 and 1,Generate a list of random numbers,0.4705882352941177,0.6666666666666666,1
convert utf-8 string `s` to lowercase,case insensitive string `s` in utf-8,Decode a UTF - 8 string to lower case.,0.5714285714285714,0.5333333333333333,1
"check whether a path ""/does/not/exist"" exists",check if a directory `/do/not/folder` exists,Print if the path exists,0.5,0.3076923076923077,1
"get a list of values for key ""key"" from a list of dictionaries in `l`",convert a list of dictionaries `l` into a flat dictionary by concatenating nested dictionary values,Get the keys of all the data in the list.,0.4666666666666667,0.32,1
write the elements of list `lines` concatenated by special character '\n' to file `myfile`,writing lines in list `lines` to file `myfile`,Write the lines to the file.,0.45454545454545453,0.5,1
get the first value from dataframe `df` where column 'Letters' is equal to 'C',select rows of dataframe `df` whose value of column `Letters` is `C`,Letters are C.,0.5384615384615384,0.23529411764705882,1
trim string `myString `,trim whitespace (including tabs) in string `myString`,strip the string,0.6,0.3333333333333333,1
inherit from class `Executive`,call parent class `Executive` of child class constructor,Initialize the executive object.,0.3333333333333333,0.25,1
Get all the matches from a string `abcd` if it begins with a character `a`,find all substrings in string 'abcd',Find all abcd and abcd - like strings.,0.28571428571428575,0.18181818181818182,1
create 4 numbers in range between 1 and 3,"generate a list of duplicated elements in a numpy array `[1, 3, num]`",Print a simple linear interpolation of 1 to 3,0.27272727272727276,0.2222222222222222,1
get date from dataframe `df` column 'dates' to column 'just_date',set column 'just_date' in dataframe `df` equal to 'date',Just date.,0.6666666666666666,0.3076923076923077,1
substitute ASCII letters in string 'aas30dsa20' with empty string '',remove all non-numeric characters from string 'aa30dsa20',Aa30d s 20 - bit string,0.11764705882352941,0.14285714285714285,1
Enclose numbers in quotes in a string `This is number 1 and this is number 22`,replace repeated instances of a character '*' with a single instance of a character'',Escape double quotes and double quotes.,0.06896551724137931,0.18181818181818182,1
print elements of list `list` seperated by tabs `\t`,print a list of tuples `list` using string formatting,Print a list of strings,0.4444444444444444,0.42857142857142855,1
convert each tuple in list `l` to a string with '@' separating the tuples' elements,convert a list of numbers `list_of_ints` into a string,Returns a string with the date and time components,0.32,0.34782608695652173,1
Update a user's name as `Bob Marley` having id `123` in SQLAlchemy,filter rows in database `User` by id `123`,Get a user by id.,0.380952380952381,0.33333333333333337,1
convert an rgb image 'messi5.jpg' into grayscale `img`,read image'messi5.jpg' into array,messi5 image read,0.5333333333333333,0.3333333333333333,1
django urlsafe base64 decode string `uenc` with decryption,decode a base64 encoded string `uenc` to base64 code,URL - safe base64 decode.,0.47058823529411764,0.3333333333333333,1
"left trimming ""\n\r"" from string `myString`",trim whitespace (including tabs) in `myString`,Returns the string without the line breaks.,0.15384615384615383,0.14285714285714285,1
match urls whose domain doesn't start with `t` from string `document` using regex,extract only characters from a string `myString` using regex,Find all urls in the current document,0.34782608695652173,0.19047619047619047,1
split strings in list `l` on the first occurring tab `\t` and enter only the first resulting substring in a new list,split a string `s` into a list of strings,Split the string into a list of strings,0.2580645161290322,0.3333333333333333,1
"django get the value of key 'title' from POST request `request` if exists, else return empty string ''",request post request variable 'title',Get the title from the request,0.3636363636363636,0.4347826086956522,1
"convert unicode string u""{'code1':1,'code2':1}"" into dictionary",convert a string to a dictionary by parsing the string 'code1' and value 1,1 = > 1 2 = > 2 3 = > 3,0.41666666666666663,0.25,1
match regex pattern '\\$[0-9]+[^\\$]*$' on string '$1 off delicious $5 ham.',match regex '\\$[0-9]+[^\\]\\,\ b [ 0 - 9A - Z_]+,0.5,0.125,1
"set the size of figure `fig` in inches to width height of `w`, `h`",Set a size of figure `fig` to `h` in matplotlib,Set the size of the figure in inches.,0.6666666666666666,0.6363636363636364,1
"Check if all the items in a list `['a', 'b']` exists in another list `l`",check if key `a` and key `b` are presented in dictionary `sites`,Returns true if a is a sub - set of b.,0.3703703703703704,0.32,1
Matplotlib clear the current axes.,get the class name of the pyplot object,Dodaje dane dane dane dane dane dane dane d,0.15384615384615385,0.0,1
get output of script `proc`,get output of process `proc`,Print the current process s communicate,0.8000000000000002,0.0,1
concatenate a list of numpy arrays `input_list` together into a flattened list of values,Concatenate a list of numpy arrays `input_list` to a numpy array,Concatenate the input_list and return the result.,0.6666666666666665,0.26086956521739135,1
switch positions of each two adjacent characters in string `a`,print a list of tuples `list_of_ints` using string formatting,prints the list of strings,0.28571428571428564,0.13333333333333333,1
get a new string with the 3rd to the second-to-last characters of string `x`,reverse a list `x`,x = x + x,0.2,0.10526315789473684,1
Sorting a list of lists in Python,sort a list of rows `c2` by row in ascending order,sort c2 by row,0.4444444444444444,0.0,1
remove the element in list `a` with index 1,remove the last column of list `a`,Remove and return the last element of the array.,0.5,0.3333333333333333,1
convert a date string `s` to a datetime object,parse string `s` into datetime object using format '%Y-%m-%,Convert a string to a datetime object.,0.4210526315789474,0.8750000000000001,1
remove the element in list `a` at index `index`,remove a list `a` from the front,Remove element at index,0.5,0.6153846153846153,1
get the path of module `a_module`,"write line ""a_module.file"" to file `a_module.file`",Print the file of the module,0.3529411764705882,0.4615384615384615,1
Remove all items from a dictionary `myDict` whose values are `42`,get a list of all the keys from a dictionary `mydict` where the value is,Returns a copy of the myDict with all the keys and values set.,0.3846153846153846,0.33333333333333337,1
"Convert a datetime object `my_datetime` into readable format `%B %d, %Y`",print current date and time in a regular format,Return the current date in ISO 8601 format.,0.1904761904761905,0.1,1
argparse associate zero or more arguments with flag 'file',add multiple positional arguments with argparse,Add file argument to parser,0.4,0.14285714285714285,1
Add indexes in a data frame `df` to a column `index1`,set the index of column 'index1' in dataframe `df` to `df`,Set index1 to index of df.,0.45454545454545453,0.3529411764705882,1
create a list containing all cartesian products of elements in list `a`,get all combination of items in list `a`,Return a list of the elements in the iterable.,0.5,0.4761904761904762,1
